PassengerId,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,GroupSize,IsAlone,Total_Amenities,NoSpending,IsSleep,IsVIP,Side,Num,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T
0020_04,-1.3182021322519155,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,2.5218263089421065,0,-0.510540631415845,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0020_05,-1.9500033708864242,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,False,2.5218263089421065,0,-0.510540631415845,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0020_06,-1.528802545130085,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,False,2.5218263089421065,0,-0.510540631415845,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0022_01,-0.5460006183652937,1.8904211633612606,-0.2739809639808845,1.0261494656422536,-0.6632339304133921,-0.63481033484923,False,-0.6486679746237808,1,-0.13615441642684117,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
0024_01,2.332205024303024,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,-0.6486679746237808,1,-0.510540631415845,1,1,0,1,1006,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0025_01,-0.9672014441216329,-0.6403720524482873,1.2009572393012184,-0.6248885376370679,1.8362972133048685,-0.63481033484923,False,-0.6486679746237808,1,-0.0748847409005722,0,0,0,1,1450,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0026_01,0.3666011707734411,0.5115774314922865,2.324154590504846,-0.6248885376370679,1.9683709934279854,1.4816727536768577,False,-0.6486679746237808,1,2.2896972715609007,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0028_01,0.9984024094079499,1.9410674842944762,-0.6489032714011534,1.2871003010354365,0.7452026440187208,-0.63481033484923,False,-0.6486679746237808,1,-0.044249903137437735,0,0,0,0,1672,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0030_01,0.22620089552132805,-0.6403720524482873,1.653437989608482,1.0876380235333631,1.5379004773688958,1.5992683804471204,False,-0.6486679746237808,1,0.13813424726633963,0,0,0,1,1228,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0031_01,1.279202959912176,1.3327471048134838,-0.6489032714011534,2.193659136005994,-0.6632339304133921,1.9632122977308624,True,0.619529738802574,0,0.5061085194677107,0,0,0,0,1783,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0031_02,-1.8798032332603678,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.619529738802574,0,-0.510540631415845,1,0,0,0,1783,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0031_03,-0.6162007559913503,-0.6403720524482873,-0.6489032714011534,2.277281735467619,1.8333874761386544,-0.63481033484923,True,0.619529738802574,0,0.4654995484793697,0,0,0,0,1783,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0034_01,-0.054599654982898045,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,-0.6486679746237808,1,-0.510540631415845,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0035_01,-0.40560034311318066,1.8085340497545292,1.696340952805816,-0.6248885376370679,1.8188575083436882,-0.63481033484923,False,-0.6486679746237808,1,0.4508945676853172,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
0036_01,-0.9672014441216329,-0.6403720524482873,1.46713823904924,0.887539474643109,0.438568420288823,1.554848564778399,False,-0.6486679746237808,1,-0.16821413036500515,0,0,0,1,1672,1,0,0,1,0,0,0,0,0,0,0,1,0,0
0038_01,-0.6162007559913503,1.6811541748007401,1.152353593535728,-0.6248885376370679,2.183428671972089,-0.63481033484923,False,-0.6486679746237808,1,0.684574260390157,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0
0039_01,0.085800620269215,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,False,-0.6486679746237808,1,-0.510540631415845,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0041_01,-0.8268011688695198,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,-0.6486679746237808,1,-0.510540631415845,1,1,0,0,1006,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0043_01,1.138802684660063,-0.6403720524482873,1.0935975893508265,0.8629870715828019,2.1699947490261606,1.8308424717282303,False,-0.6486679746237808,1,0.7629424500167801,0,0,0,0,1117,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0044_01,1.8408040609206282,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,False,0.619529738802574,0,-0.510540631415845,1,1,0,0,1117,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0044_02,-1.7394029580082546,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.619529738802574,0,-0.510540631415845,1,1,0,0,1117,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0044_03,-0.5460006183652937,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.619529738802574,0,-0.510540631415845,1,1,0,0,1117,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0045_01,-0.5460006183652937,1.8866568877645695,-0.6489032714011534,1.3953364289829826,-0.6632339304133921,0.8895050604771938,False,-0.01456911791060339,0,-0.07809071229438862,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0045_02,-0.6864008936174067,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,-0.01456911791060339,0,-0.510540631415845,1,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0050_01,0.43680130839949766,1.8113314496975872,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,False,-0.6486679746237808,1,-0.22912758684751675,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0051_01,1.9110041985466848,-0.6403720524482873,0.9644076002721059,-0.6248885376370679,1.9532202176209503,1.136952549543456,False,-0.6486679746237808,1,0.06582178138359196,0,0,0,1,1006,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0052_01,-0.16071117688116476,-0.04908052231435017,-0.6489032714011534,-0.19794898936873348,2.395482827140043,-0.63481033484923,False,-0.6486679746237808,1,1.1597704647624987,0,0,0,1,1450,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0053_01,-0.26520006786106765,-0.6403720524482873,-0.6489032714011534,2.3169149783889806,-0.6632339304133921,-0.38170135136456046,True,-0.6486679746237808,1,0.18016809442971018,0,0,0,1,113,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0056_01,-1.8798032332603678,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.619529738802574,0,-0.510540631415845,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
0056_02,0.6474017212776673,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.619529738802574,0,-0.510540631415845,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
0056_03,-0.12479979260895457,1.4297937742046678,1.5375661978726565,2.5322955066490844,1.3849135004671294,-0.12859236787989112,True,0.619529738802574,0,1.109187360548951,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
0058_01,0.5070014460255542,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,False,-0.6486679746237808,1,-0.510540631415845,1,1,0,1,1561,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0061_01,-0.4758004807392372,0.7662328325083205,1.7400938075791788,1.3197306855916968,1.95269534934843,-0.38170135136456046,False,-0.6486679746237808,1,0.43949555828508113,0,0,0,1,224,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0062_01,2.332205024303024,-0.6403720524482873,1.53016557945021,-0.6248885376370679,0.38278181175818576,0.554913184140428,False,-0.6486679746237808,1,-0.2846977576736677,0,0,0,1,335,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0064_01,-0.9672014441216329,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,-0.01456911791060339,0,-0.510540631415845,1,1,0,1,446,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0064_02,0.2964010331473846,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,-0.01456911791060339,0,-0.510540631415845,1,1,0,1,1117,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0066_01,2.332205024303024,-0.3857166514322533,1.0700524617018383,1.430222588003292,-0.6632339304133921,1.6048556228419664,False,-0.6486679746237808,1,-0.22164698692861182,0,0,0,0,1450,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0067_01,-2.020203508512481,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.619529738802574,0,-0.510540631415845,1,1,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0067_02,-0.7566010312434633,-0.3857166514322533,1.2474698352166977,1.7466702338600313,-0.6632339304133921,-0.63481033484923,True,0.619529738802574,0,-0.25940620556689387,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0067_03,-0.5460006183652937,2.142256979669288,0.5924920875548744,-0.6248885376370679,-0.6632339304133921,0.5405913847936407,False,0.619529738802574,0,0.2043909894052119,0,0,0,1,557,1,0,0,1,0,0,0,0,0,0,0,1,0,0
0068_01,0.05694401502381382,1.8127222024656824,-0.6489032714011534,-0.19794898936873348,1.340708571842259,-0.63481033484923,False,-0.6486679746237808,1,-0.1372230735581133,0,0,0,1,1228,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0069_01,0.9282022717818933,1.8538288477149052,-0.6489032714011534,0.2699354595021649,0.04098435680266437,-0.63481033484923,True,-0.6486679746237808,1,-0.18923105394669043,0,0,0,1,668,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0070_01,-0.6864008936174067,1.289261124425613,-0.6489032714011534,0.07141987461011601,-0.41238631521413127,1.7711959647601845,False,-0.6486679746237808,1,-0.18210667307154288,0,0,0,0,335,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0071_01,-0.8268011688695198,0.4005224365284557,1.9722601149020587,-0.6248885376370679,-0.6632339304133921,0.8149777888863071,False,-0.6486679746237808,1,0.2848964932943792,0,0,0,0,446,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0072_01,-1.0374015817476894,-0.6403720524482873,-0.4123536323720409,-0.6248885376370679,-0.6632339304133921,1.9102719810517272,False,-0.6486679746237808,1,-0.13152356885799527,0,0,0,1,779,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0073_01,0.5772015836516107,0.7741339990548732,0.8631971075166686,1.9420433450986194,-0.6632339304133921,0.3018042006557585,False,-0.6486679746237808,1,-0.19742409195311014,0,0,0,0,1117,0,0,1,0,1,0,0,0,0,1,0,0,0,0
0074_01,0.9282022717818933,-0.3857166514322533,2.4347176267728186,-0.6248885376370679,-0.6632339304133921,1.6395869835795986,True,-0.6486679746237808,1,2.6612337341998455,0,0,0,1,1117,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0076_01,-0.12479979260895457,1.1955541854823488,-0.6489032714011534,2.0668979097866127,-0.6632339304133921,-0.63481033484923,True,-0.6486679746237808,1,-0.09554544543850012,0,0,0,1,890,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0077_01,-0.054599654982898045,0.35453873890217197,-0.6489032714011534,2.160345111351668,-0.6632339304133921,-0.63481033484923,True,-0.6486679746237808,1,-0.044249903137437735,0,0,0,0,557,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0078_01,0.6474017212776673,-0.6403720524482873,2.310805733937596,-0.6248885376370679,1.4265567008849298,2.715608603726635,False,-0.6486679746237808,1,5.123063545607082,0,0,0,1,1228,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0081_01,-1.107601719373746,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,False,-0.6486679746237808,1,-0.510540631415845,1,1,0,1,335,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0082_01,0.9282022717818933,2.6331400136577083,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,False,0.619529738802574,0,2.127617606651294,0,0,0,0,668,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0082_02,-1.8798032332603678,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.619529738802574,0,-0.510540631415845,1,1,0,0,668,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0082_03,-1.4586024075040285,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.619529738802574,0,-0.510540631415845,1,0,0,0,668,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0084_01,-0.3354002054871241,1.7606107882553277,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,0.42063514347314235,True,-0.6486679746237808,1,-0.25940620556689387,0,0,0,1,446,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0085_01,0.7878019965297802,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,-0.6486679746237808,1,-0.510540631415845,1,1,0,1,1339,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0086_01,0.9984024094079499,1.327584629928516,-0.6489032714011534,-0.6248885376370679,1.6745835955651973,1.644594140441817,False,-0.6486679746237808,1,-0.025370293818296717,0,0,0,0,779,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0088_01,1.138802684660063,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,-0.6486679746237808,1,-0.510540631415845,1,1,0,1,1339,0,0,1,0,1,0,0,0,0,0,1,0,0,0
0090_01,0.43680130839949766,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,-0.6486679746237808,1,-0.510540631415845,1,1,0,1,557,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0091_01,-0.1949999302350111,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,-0.01456911791060339,0,-0.510540631415845,1,1,0,1,668,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0091_02,-0.12479979260895457,-0.3857166514322533,1.5858008556367227,0.7219557822571798,1.2337365472611401,-0.63481033484923,False,-0.01456911791060339,0,-0.18388776829032977,0,0,0,1,1007,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0092_01,-0.6864008936174067,-0.6403720524482873,-0.6489032714011534,1.904530606664035,-0.41238631521413127,0.6634572755748889,False,0.619529738802574,0,-0.25940620556689387,0,0,0,0,1783,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0092_02,-2.020203508512481,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.619529738802574,0,-0.510540631415845,1,1,0,0,1783,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0092_03,-1.8096030956343112,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.619529738802574,0,-0.510540631415845,1,1,0,0,1783,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0097_01,1.7706039232945716,-0.6403720524482873,1.7732700644957573,-0.6248885376370679,-0.1615387000148706,1.723510500528033,False,-0.6486679746237808,1,0.14775216144778883,0,0,0,1,1006,0,1,0,0,0,1,1,0,0,0,0,0,0,0
0098_01,-0.1949999302350111,-0.6403720524482873,1.6558356738821522,0.07141987461011601,0.602140304552851,-0.63481033484923,False,-0.01456911791060339,0,-0.19243702534050683,0,0,0,0,113,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0098_02,-0.1949999302350111,-0.6403720524482873,2.06133603976251,2.0429088641296387,-0.6632339304133921,1.0001298360327895,True,-0.01456911791060339,0,0.8626837822688458,0,0,0,0,113,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0099_01,-0.40560034311318066,1.4695503721752166,1.4188875888169414,1.8106529165234173,0.6531961710725176,-0.63481033484923,False,-0.01456911791060339,0,-0.047099655487496755,0,0,0,0,995,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0099_02,-1.8798032332603678,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,-0.01456911791060339,0,-0.510540631415845,1,0,0,0,224,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0101_01,0.15600075789527154,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,-0.6486679746237808,1,-0.510540631415845,1,1,0,1,1695,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0102_01,-0.7566010312434633,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,1.7696630057678895,1.0163618005476223,False,-0.6486679746237808,1,-0.18246289211530026,0,0,0,1,1040,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0103_01,-0.3354002054871241,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,0.42063514347314235,True,0.619529738802574,0,-0.5044849076719696,0,0,0,1,1051,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0103_02,-1.388402269877972,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.619529738802574,0,-0.510540631415845,1,1,0,1,890,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0103_03,-1.5990026827561417,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,False,0.619529738802574,0,-0.510540631415845,1,1,0,1,890,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0105_01,-0.12479979260895457,-0.6403720524482873,-0.6489032714011534,1.8418156034018207,-0.2656498669272334,1.1481890999669713,False,-0.6486679746237808,1,-0.2601186436544086,0,0,0,0,1018,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0107_01,-0.5460006183652937,2.101804244992352,-0.037431324951772114,0.4983594228784503,-0.6632339304133921,-0.63481033484923,False,-0.6486679746237808,1,0.11818598081592649,0,0,0,1,1006,0,0,1,0,0,1,0,0,0,1,0,0,0,0
0108_01,-0.40560034311318066,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,False,0.619529738802574,0,-0.510540631415845,1,1,0,1,995,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0108_02,0.15600075789527154,1.6864120832784422,-0.6489032714011534,1.6251891333958841,-0.6632339304133921,-0.63481033484923,False,0.619529738802574,0,-0.19421812055929372,0,0,0,1,995,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0108_03,-2.020203508512481,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.619529738802574,0,-0.510540631415845,1,0,0,1,995,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0110_01,0.22620089552132805,-0.6403720524482873,1.405055963060487,0.13132546850302063,2.3319652601619802,1.7898005845901404,False,1.2536285955157513,0,1.3093824631405975,0,0,0,1,995,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0110_02,0.7878019965297802,-0.6403720524482873,1.3322092829385446,-0.6248885376370679,-0.6632339304133921,2.07879618264276,False,1.2536285955157513,0,0.20830939888654304,0,0,0,0,1339,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0110_03,0.9282022717818933,2.1888063280373062,2.53958448662089,-0.6248885376370679,2.0629907081128707,1.5927764925699273,True,1.2536285955157513,0,5.1675909260767545,0,0,0,0,1339,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0110_04,-0.054599654982898045,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,1.2536285955157513,0,-0.510540631415845,1,1,0,0,1339,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0111_01,0.015600482643158482,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,-0.6486679746237808,1,-0.510540631415845,1,1,0,1,1450,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0112_01,1.3494030975382325,-0.6403720524482873,2.0263492777082432,1.1150812194243225,0.38278181175818576,0.32886539923812297,True,-0.6486679746237808,1,0.4348647107162352,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0113_01,2.4726052995551373,-0.6403720524482873,-0.6489032714011534,1.975287346904424,-0.6632339304133921,-0.63481033484923,True,-0.6486679746237808,1,-0.22414052023491346,0,0,0,0,1040,1,0,0,0,0,1,0,0,0,0,0,1,0,0
